,Unnamed: 0,year,day,part,status,output,expected_output,error,code,kpass
355,83,2019,4,2,runtime_error,,288,"Traceback (most recent call last):
  File ""/tmp/tmp64e6lqdm/tmp.py"", line 11, in <module>
    if not any(password[i] == password[i + 1] and password[i] != password[i - 1] and password[i] != password[i + 2] for i in range(1, 5)):
  File ""/tmp/tmp64e6lqdm/tmp.py"", line 11, in <genexpr>
    if not any(password[i] == password[i + 1] and password[i] != password[i - 1] and password[i] != password[i + 2] for i in range(1, 5)):
IndexError: string index out of range
","
with open('input.txt', 'r') as f:
    line = f.readline()
    start, end = map(int, line.split('-'))

    count = 0
    for i in range(start, end + 1):
        password = str(i)
        if len(password) != 6:
            continue
        if not any(password[i] == password[i + 1] and password[i] != password[i - 1] and password[i] != password[i + 2] for i in range(1, 5)):
            continue
        if not all(password[i] <= password[i + 1] for i in range(5)):
            continue
        count += 1

    print(count)
",2.0
356,84,2019,5,1,runtime_error,,6069343,"  File ""/tmp/tmp_d2bc08k/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt') as f:
    program = [int(x) for x in f.read().split(',')]

def run_program(program, input_value):
    pc = 0
    while True:
        opcode = program[pc] % 100
        mode1 = (program[pc] // 100) % 10
        mode2 = (program[pc] // 1000) % 10
        if opcode == 99:
            break
        elif opcode == 1:
            a = program[pc + 1] if mode1 else program[program[pc + 1]]
            b = program[pc + 2] if mode2 else program[program[pc + 2]]
            program[program[pc + 3]] = a + b
            pc += 4
        elif opcode == 2:
            a = program[pc + 1] if mode1 else program[program[pc + 1]]
            b = program[pc + 2] if mode2 else program[program[pc + 2]]
            ",2.0
357,85,2019,5,2,part1_failed,,3188550,,,
358,86,2019,6,1,no_error,"142497
",142497,,"
orbits = {}
with open('input.txt') as f:
    for line in f:
        a, b = line.strip().split(')')
        orbits[b] = a

def count_orbits(obj):
    if obj not in orbits:
        return 0
    return 1 + count_orbits(orbits[obj])

print(sum(count_orbits(obj) for obj in orbits))
",0.0
359,87,2019,6,2,runtime_error,,301,"Traceback (most recent call last):
  File ""/tmp/tmprq1akm5d/tmp.py"", line 18, in <module>
    print(len(find_path('YOU', 'SAN')) - 2)
  File ""/tmp/tmprq1akm5d/tmp.py"", line 15, in find_path
    path2.append(orbits[path2[-1]])
KeyError: 'COM'
","
orbits = {}
with open('input.txt') as f:
    for line in f:
        a, b = line.strip().split(')')
        orbits[b] = a

def find_path(obj1, obj2):
    path1 = [obj1]
    path2 = [obj2]
    while path1[-1] != path2[-1]:
        if len(path1) < len(path2):
            path1.append(orbits[path1[-1]])
        else:
            path2.append(orbits[path2[-1]])
    return path1 + path2[::-1]

print(len(find_path('YOU', 'SAN')) - 2)
",2.0
360,88,2019,7,1,runtime_error,,77500,"  File ""/tmp/tmp_gszgwgc/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt', 'r') as f:
    program = [int(x) for x in f.read().split(',')]

def run_amplifier(program, phase_setting, input_signal):
    i = 0
    while i < len(program):
        opcode = program[i] % 100
        if opcode == 1:
            program[program[i+3]] = program[program[i+1]] + program[program[i+2]]
            i += 4
        elif opcode == 2:
            program[program[i+3]] = program[program[i+1]] * program[program[i+2]]
            i += 4
        elif opcode == 3:
            program[program[i+1]] = input_signal
            i += 2
        elif opcode == 4:
            output_signal = program[program[i+1]]
            i += 2
            return output_signal
        elif opcode == 5:
            if program[program[i+1]] != 0:
                i = program[program",2.0
361,89,2019,7,2,part1_failed,,22476942,,,
362,90,2019,8,1,no_error,"1742
",1742,,"
with open('input.txt') as f:
    image = f.read()

layers = [image[i:i+150] for i in range(0, len(image), 150)]

fewest_zeroes = min(layers, key=lambda layer: layer.count('0'))

print(fewest_zeroes.count('1') * fewest_zeroes.count('2'))
",0.0
363,91,2019,8,2,wrong_output," ##    ## #   #####  ##  #  #    # #   ##    #  # #       #  # # ###  #  # # ##    #   #  #    #### #  # #  #   #  #    #  #  ###  ##    #  #### #  # 
",GJYEA,,"
with open('input.txt') as f:
    image = f.read()

layers = [image[i:i+150] for i in range(0, len(image), 150)]

decoded_image = ['2'] * 150
for layer in layers:
    for i, pixel in enumerate(layer):
        if pixel != '2' and decoded_image[i] == '2':
            decoded_image[i] = pixel

print(''.join(decoded_image).replace('0', ' ').replace('1', '#'))
",2.0
364,92,2019,9,1,runtime_error,,3780860499,"  File ""/tmp/tmpjt4e8gpu/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def parse_program(program):
    return [int(x) for x in program.split(',')]

def run_program(program, inputs):
    pc = 0
    rb = 0
    outputs = []
    while pc < len(program):
        opcode = program[pc] % 100
        mode1 = (program[pc] // 100) % 10
        mode2 = (program[pc] // 1000) % 10
        mode3 = (program[pc] // 10000) % 10
        if opcode == 1:
            # add
            a = program[pc + 1] if mode1 == 0 else program[pc + 1] + rb if mode1 == 2 else pc + 1
            b = program[pc + 2] if mode2 == 0 else program[pc + 2] + rb if mode2 == 2 else pc + 2
            program[pc + 3] = program[a] + program[b]
            pc += 4
        ",2.0
365,93,2019,9,2,part1_failed,,33343,,,
366,94,2019,10,1,runtime_error,,309,"  File ""/tmp/tmpdpc5c2i8/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def findBestAsteroid(input: str) -> int:
    # Convert the input string into a 2D grid
    grid = [list(row) for row in input.splitlines()]

    # Find all the asteroids in the grid
    asteroids = [(i, j) for i in range(len(grid)) for j in range(len(grid[0])) if grid[i][j] == ""#""]

    # For each asteroid, count the number of other asteroids it can detect
    best_asteroid = None
    max_count = 0
    for asteroid in asteroids:
        count = 0
        for other_asteroid in asteroids:
            if asteroid != other_asteroid and not is_blocked(asteroid, other_asteroid, grid):
                count += 1
        if count > max_count:
            best_asteroid = asteroid
            max_count = count

    # Return the number of other asteroids that can be detected from the best location
    return max_count


def is_blocked(asteroid1, asteroid2, grid):
    # Check if there is any asteroid between asteroid1 and asteroid2
    x1, y",2.0
367,95,2019,10,2,part1_failed,,416,,,
368,96,2019,11,1,runtime_error,,2336,"  File ""/tmp/tmpfemqy8hp/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    with open('input.txt', 'r') as f:
        program = [int(x) for x in f.read().split(',')]

    # Initialize the robot
    robot = {
        'x': 0,
        'y': 0,
        'direction': 0,  # 0 = up, 1 = right, 2 = down, 3 = left
        'panels': {}  # (x, y) -> color
    }

    # Run the program
    pc = 0  # program counter
    while pc < len(program):
        # Get the next instruction
        opcode = program[pc]
        if opcode == 99:  # halt
            break
        elif opcode == 1:  # add
            program[program[pc + 3]] = program[program[pc + 1]] + program[program[pc + 2]]
            pc += 4
        elif opcode == 2:  # multiply
            program[program[pc + 3]] = program[program[pc + 1]] * program[program",2.0
369,97,2019,11,2,part1_failed,,UZAEKBLP,,,
370,98,2019,12,1,runtime_error,,6220,"  File ""/tmp/tmpbl_ffuxp/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def simulateMotion(moons: List[Tuple[int, int, int]], steps: int) -> int:
    # Initialize the velocities of the moons to 0
    velocities = [(0, 0, 0) for _ in range(len(moons))]

    # Simulate the motion of the moons for the given number of steps
    for _ in range(steps):
        # Apply gravity to the moons
        for i in range(len(moons)):
            for j in range(i + 1, len(moons)):
                # Calculate the force of gravity between the two moons
                force = [0, 0, 0]
                for k in range(3):
                    if moons[i][k] > moons[j][k]:
                        force[k] = -1
                    elif moons[i][k] < moons[j][k]:
                        force[k] = 1

                # Apply the force of gravity to the velocities of the two moons
                velocities[i] = (velocities[i][0] + force[0], velocities[i][1] + force[1], velocities[i][",2.0
371,99,2019,12,2,part1_failed,,548525804273976,,,
372,100,2019,13,1,runtime_error,,270,"  File ""/tmp/tmpns3837om/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import itertools

def parse_program(program):
    return [int(x) for x in program.split(',')]

def run_program(program, inputs):
    pc = 0
    relative_base = 0
    outputs = []

    def get_value(address):
        if address < 0:
            raise ValueError('Invalid address: {}'.format(address))
        if address >= len(program):
            program.extend([0] * (address - len(program) + 1))
        return program[address]

    def set_value(address, value):
        if address < 0:
            raise ValueError('Invalid address: {}'.format(address))
        if address >= len(program):
            program.extend([0] * (address - len(program) + 1))
        program[address] = value

    def get_input():
        if not inputs:
            raise ValueError('No more inputs')
        return inputs.pop(0)

    def output(value):
        outputs.append(value)

    while True:
        opcode = get_value(pc) % ",2.0
373,101,2019,13,2,part1_failed,,12535,,,
374,102,2019,14,1,runtime_error,,532506,"  File ""/tmp/tmpe_ew0llf/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import collections
from heapq import heappop, heappush

def parse_reaction(reaction):
    inputs, output = reaction.split('=>')
    inputs = [tuple(map(int, input.split())) for input in inputs.split(',')]
    output = tuple(map(int, output.split()))
    return inputs, output

def min_ore_required(reactions, fuel_required):
    # Initialize the heap with the initial state
    heap = [(0, 'FUEL', fuel_required)]

    # Keep track of the amount of each chemical we have
    inventory = collections.defaultdict(int)

    # Keep track of the reactions we have used
    used_reactions = set()

    while heap:
        # Get the next reaction to use
        ore_required, chemical, quantity = heappop(heap)

        # If we don't have enough of the chemical, produce it
        if inventory[chemical] < quantity:
            # Find the reaction that produces the chemical
            for inputs, output in reactions:
                if output[1] == chemical:
                    # Calculate the number of times we need to run the",2.0
375,103,2019,14,2,part1_failed,,2595245,,,
376,104,2019,15,1,runtime_error,,300,"  File ""/tmp/tmpupk95_du/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    with open('input.txt', 'r') as f:
        program = [int(x) for x in f.read().split(',')]

    # Initialize the repair droid.
    droid = RepairDroid(program)

    # Find the location of the oxygen system.
    oxygen_system_location = droid.find_oxygen_system()

    # Print the fewest number of movement commands required to reach the oxygen system.
    print(droid.fewest_movement_commands_to_reach_oxygen_system)


class RepairDroid:
    def __init__(self, program):
        self.program = program
        self.memory = [0] * 10000
        self.pc = 0
        self.relative_base = 0
        self.direction = 0  # 0 = north, 1 = east, 2 = south, 3 = west
        self.x = 0
        self.y = 0
        self.fewest_movement_commands_to_reach_oxygen_system = 0

    def find_oxygen_system(",2.0
377,105,2019,15,2,part1_failed,,312,,,
378,106,2019,16,1,runtime_error,,68317988,"Traceback (most recent call last):
  File ""/tmp/tmp1ksdd3vd/tmp.py"", line 14, in <module>
    print(fft(signal, 100))
  File ""/tmp/tmp1ksdd3vd/tmp.py"", line 7, in fft
    new_signal.append(sum(a * b for a, b in zip(signal, pattern)) % 10)
TypeError: unsupported operand type(s) for +: 'int' and 'str'
","
def fft(signal, phases):
    for _ in range(phases):
        new_signal = []
        for i in range(len(signal)):
            pattern = [0, 1, 0, -1] * (i + 1)
            new_signal.append(sum(a * b for a, b in zip(signal, pattern)) % 10)
        signal = new_signal
    return ''.join(map(str, signal[:8]))

with open('input.txt') as f:
    signal = f.read().strip()

print(fft(signal, 100))
",2.0
379,107,2019,16,2,part1_failed,,53850800,,,
380,108,2019,17,1,runtime_error,,9876,"  File ""/tmp/tmpkjmsa5oi/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
with open('input.txt', 'r') as f:
    scaffold = [list(map(int, line.split(','))) for line in f.readlines()]

# Find the robot's position and direction
robot_pos = None
robot_dir = None
for i in range(len(scaffold)):
    for j in range(len(scaffold[i])):
        if scaffold[i][j] == '^':
            robot_pos = (i, j)
            robot_dir = 'up'
        elif scaffold[i][j] == 'v':
            robot_pos = (i, j)
            robot_dir = 'down'
        elif scaffold[i][j] == '<':
            robot_pos = (i, j)
            robot_dir = 'left'
        elif scaffold[i][j] == '>':
            robot_pos = (i, j)
            robot_dir = 'right'

# Define the directions the robot can move in
directions = {'up': (-1, 0), 'down': (1, 0), 'left': (0, -1), 'right",2.0
381,109,2019,17,2,part1_failed,,1234055,,,
382,110,2019,18,1,runtime_error,,6316,"  File ""/tmp/tmpenq58lk0/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import deque

def find_keys(vault):
  """"""Finds the shortest path to collect all the keys in a vault.

  Args:
    vault: A rectangular grid representing the map of the vault. Each character
      in the grid represents a cell in the vault. The characters can be `@`
      (entrance), `.` (open passage), `#` (stone wall), lowercase letters
      (keys), or uppercase letters (doors).

  Returns:
    The shortest path to collect all the keys, as a list of tuples representing
    the coordinates of each cell in the path.
  """"""

  # Find the entrance to the vault.
  entrance = None
  for i in range(len(vault)):
    for j in range(len(vault[i])):
      if vault[i][j] == '@':
        entrance = (i, j)
        break

  # Create a queue of cells to visit.
  queue = deque([entrance])

  # Create a set of keys that have been collected.
  keys = set()

  # Create a dictionary of doors that have been unlocked.
  unlocked_doors",2.0
383,111,2019,18,2,part1_failed,,1648,,,
384,112,2019,19,1,runtime_error,,150,"Traceback (most recent call last):
  File ""/tmp/tmpsskfddvs/tmp.py"", line 20, in <module>
    tractor_beam = get_tractor_beam(program)
  File ""/tmp/tmpsskfddvs/tmp.py"", line 15, in get_tractor_beam
    return {(x, y) for x, y in itertools.product(range(50), range(50)) if run_program(program, x, y)}
  File ""/tmp/tmpsskfddvs/tmp.py"", line 15, in <setcomp>
    return {(x, y) for x, y in itertools.product(range(50), range(50)) if run_program(program, x, y)}
  File ""/tmp/tmpsskfddvs/tmp.py"", line 12, in run_program
    intcode(program, get_input, send_output)
NameError: name 'intcode' is not defined
","
import itertools

def get_tractor_beam(program):
    def run_program(program, x, y):
        inputs = [x, y]
        outputs = []
        def get_input():
            return inputs.pop(0)
        def send_output(output):
            outputs.append(output)
        intcode(program, get_input, send_output)
        return outputs[-1]

    return {(x, y) for x, y in itertools.product(range(50), range(50)) if run_program(program, x, y)}

if __name__ == '__main__':
    with open('input.txt') as f:
        program = [int(x) for x in f.read().split(',')]
    tractor_beam = get_tractor_beam(program)
    print(len(tractor_beam))
",2.0
385,113,2019,19,2,part1_failed,,12201460,,,
386,114,2019,20,1,runtime_error,,608,"  File ""/tmp/tmpgxg10k2u/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def find_path(maze):
    start = find_start(maze)
    end = find_end(maze)
    queue = [start]
    visited = set()
    while queue:
        current = queue.pop(0)
        if current == end:
            return len(visited)
        for neighbor in get_neighbors(current, maze):
            if neighbor not in visited:
                queue.append(neighbor)
                visited.add(neighbor)
    return -1

def find_start(maze):
    for i in range(len(maze)):
        for j in range(len(maze[0])):
            if maze[i][j] == 'AA':
                return (i, j)

def find_end(maze):
    for i in range(len(maze)):
        for j in range(len(maze[0])):
            if maze[i][j] == 'ZZ':
                return (i, j)

def get_neighbors(current, maze):
    neighbors = []
    i, j = current
    if i > 0 and maze[i - 1",2.0
387,115,2019,20,2,part1_failed,,6706,,,
388,116,2019,21,1,runtime_error,,19358688,"  File ""/tmp/tmpnkb4as_a/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import itertools

with open(""input.txt"") as f:
    program = [int(x) for x in f.read().split("","")]

def run_program(program, inputs):
    ip = 0
    relative_base = 0
    outputs = []

    def get_value(address):
        if address < 0:
            raise ValueError(""Invalid address: {}"".format(address))
        elif address < len(program):
            return program[address]
        else:
            return 0

    def set_value(address, value):
        if address < 0:
            raise ValueError(""Invalid address: {}"".format(address))
        elif address < len(program):
            program[address] = value
        else:
            program.extend([0] * (address - len(program) + 1))
            program[address] = value

    def get_parameter(mode, address):
        if mode == 0:
            return get_value(address)
        elif mode == 1:
            return address
        elif mode == 2:
            return get_value(relative",2.0
389,117,2019,21,2,part1_failed,,1141236756,,,
390,118,2019,22,1,runtime_error,,1252,"  File ""/tmp/tmp4idif8td/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def deal_into_new_stack(deck):
    return deck[::-1]

def cut(deck, n):
    if n < 0:
        return deck[-n:] + deck[:-n]
    else:
        return deck[n:] + deck[:n]

def deal_with_increment(deck, n):
    new_deck = [None] * len(deck)
    for i, card in enumerate(deck):
        new_deck[(i * n) % len(deck)] = card
    return new_deck

def main():
    with open('input.txt') as f:
        techniques = [line.strip() for line in f]

    deck = list(range(10007))
    for technique in techniques:
        if technique.startswith('deal into new stack'):
            deck = deal_into_new_stack(deck)
        elif technique.startswith('cut'):
            n = int(technique.split()[1])
            deck = cut(deck, n)
        elif technique.startswith('deal with increment'):
            n = int(technique.split()[3])",2.0
391,119,2019,22,2,part1_failed,,46116012647793,,,
392,120,2019,23,1,runtime_error,,24922,"  File ""/tmp/tmp5zickc3o/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import threading
import queue

# The initial state of the software
initial_state = [int(x) for x in input().split(',')]

# The network addresses of the computers
network_addresses = list(range(50))

# The queues for sending and receiving packets
send_queues = [queue.Queue() for _ in range(50)]
receive_queues = [queue.Queue() for _ in range(50)]

# The threads for the computers
threads = []

# The function that each computer will run
def computer(address):
    # Boot up the computer
    send_queues[address].put(address)

    # Send packets to other computers
    while True:
        # Get the destination address, X value, and Y value of the packet
        destination_address = send_queues[address].get()
        x_value = send_queues[address].get()
        y_value = send_queues[address].get()

        # If the destination address is -1, then the computer is shutting down
        if destination_address == -1:
            break

        # Send the packet to the destination computer",2.0
393,121,2019,23,2,part1_failed,,19478,,,
394,122,2019,24,1,runtime_error,,1151290,"  File ""/tmp/tmp3_zfs26c/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import copy

def get_adjacent_bugs(grid, x, y):
    adjacent_bugs = 0
    for i in range(x-1, x+2):
        for j in range(y-1, y+2):
            if i >= 0 and i < 5 and j >= 0 and j < 5 and (i != x or j != y) and grid[i][j] == '#':
                adjacent_bugs += 1
    return adjacent_bugs

def update_grid(grid):
    new_grid = copy.deepcopy(grid)
    for i in range(5):
        for j in range(5):
            adjacent_bugs = get_adjacent_bugs(grid, i, j)
            if grid[i][j] == '#' and adjacent_bugs != 1:
                new_grid[i][j] = '.'
            elif grid[i][j] == '.' and (adjacent_bugs == 1 or adjacent_bugs == 2):
                new_grid[i][j] = '#'
    return new_grid

def get_biodiversity_rating(grid):",2.0
395,123,2019,24,2,part1_failed,,1953,,,
396,124,2019,25,1,runtime_error,,25166400,"  File ""/tmp/tmp1_ri3lit/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def main():
    with open('input.txt', 'r') as f:
        program = [int(x) for x in f.read().split(',')]

    # Initialize the droid
    droid = Droid(program)

    # Navigate the ship
    while not droid.is_at_main_airlock():
        droid.move()

    # Print the password
    print(droid.get_password())


class Droid:
    def __init__(self, program):
        self.program = program
        self.pc = 0
        self.relative_base = 0
        self.memory = {}
        self.inventory = set()
        self.x = 0
        self.y = 0
        self.direction = 'north'
        self.at_main_airlock = False

    def move(self):
        # Get the next instruction
        opcode = self.get_opcode()

        # Execute the instruction
        if opcode == 1:
            # Add
            self.memory[self.get_address(3)] = self.get_value(1)",2.0
397,125,2019,25,2,part1_failed,,,,,
398,126,2020,1,1,no_error,"928896
",928896,,"
with open('input.txt') as f:
    nums = [int(line.strip()) for line in f]

for i in range(len(nums)):
    for j in range(i + 1, len(nums)):
        if nums[i] + nums[j] == 2020:
            print(nums[i] * nums[j])
            break
",0.0
399,127,2020,1,2,no_error,"295668576
",295668576,,"
with open('input.txt') as f:
    nums = [int(line.strip()) for line in f]

for i in range(len(nums)):
    for j in range(i + 1, len(nums)):
        for k in range(j + 1, len(nums)):
            if nums[i] + nums[j] + nums[k] == 2020:
                print(nums[i] * nums[j] * nums[k])
                break
",0.0
402,130,2020,2,1,runtime_error,,434,"Traceback (most recent call last):
  File ""/tmp/tmplapnri_o/tmp.py"", line 10, in <module>
    valid_passwords = [line for line in f if is_valid(*line.split(':'))]
  File ""/tmp/tmplapnri_o/tmp.py"", line 10, in <listcomp>
    valid_passwords = [line for line in f if is_valid(*line.split(':'))]
  File ""/tmp/tmplapnri_o/tmp.py"", line 5, in is_valid
    min, max, letter = policy.split()
ValueError: not enough values to unpack (expected 3, got 2)
","
import re

def is_valid(policy, password):
    min, max, letter = policy.split()
    min, max = int(min), int(max)
    return min <= password.count(letter) <= max

with open('input.txt') as f:
    valid_passwords = [line for line in f if is_valid(*line.split(':'))]

print(len(valid_passwords))
",2.0
403,131,2020,2,2,part1_failed,,509,,,
404,132,2020,3,1,no_error,"292
",292,,"
with open('input.txt') as f:
    grid = [line.strip() for line in f.readlines()]

    # Calculate the number of trees encountered
    trees = 0
    x = 0
    for row in grid:
        if row[x] == '#':
            trees += 1
        x = (x + 3) % len(row)

    print(trees)
",0.0
405,133,2020,3,2,runtime_error,,9354744432,"Traceback (most recent call last):
  File ""/tmp/tmpr_nzakav/tmp.py"", line 16, in <module>
    print(math.prod(trees))
NameError: name 'math' is not defined
","
with open('input.txt') as f:
    grid = [line.strip() for line in f.readlines()]

    # Calculate the number of trees encountered for each slope
    slopes = [(1, 1), (3, 1), (5, 1), (7, 1), (1, 2)]
    trees = [0] * len(slopes)
    for slope in slopes:
        x = 0
        for row in grid:
            if row[x] == '#':
                trees[slopes.index(slope)] += 1
            x = (x + slope[0]) % len(row)

    # Multiply the number of trees encountered for each slope
    print(math.prod(trees))
",2.0
406,134,2020,4,1,no_error,"233
",233,,"
import re

required_fields = {'byr', 'iyr', 'eyr', 'hgt', 'hcl', 'ecl', 'pid'}

with open('input.txt') as f:
    passports = f.read().split('\n\n')

valid_passports = 0
for passport in passports:
    fields = set(re.findall(r'(\w+):', passport))
    if required_fields.issubset(fields):
        valid_passports += 1

print(valid_passports)
",0.0
407,135,2020,4,2,runtime_error,,111,"  File ""/tmp/tmpbnw74866/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

required_fields = {'byr', 'iyr', 'eyr', 'hgt', 'hcl', 'ecl', 'pid'}
validators = {
    'byr': lambda x: 1920 <= int(x) <= 2002,
    'iyr': lambda x: 2010 <= int(x) <= 2020,
    'eyr': lambda x: 2020 <= int(x) <= 2030,
    'hgt': lambda x: (x[-2:] == 'cm' and 150 <= int(x[:-2]) <= 193) or (x[-2:] == 'in' and 59 <= int(x[:-2]) <= 76),
    'hcl': lambda x: x[0] == '#' and all(c in '0123456789abcdef' for c in x[1:]),
    'ecl': lambda x: x in {'amb', 'blu', 'brn', 'gry', 'grn', 'hzl', 'oth'},
    '",2.0
408,136,2020,5,1,no_error,"987
",987,,"
def get_seat_id(boarding_pass):
    row = int(boarding_pass[:7].replace(""F"", ""0"").replace(""B"", ""1""), 2)
    column = int(boarding_pass[7:].replace(""L"", ""0"").replace(""R"", ""1""), 2)
    return row * 8 + column

with open(""input.txt"") as f:
    boarding_passes = [line.strip() for line in f]

print(max(get_seat_id(boarding_pass) for boarding_pass in boarding_passes))
",0.0
409,137,2020,5,2,no_error,"603
",603,,"
def get_seat_id(boarding_pass):
    row = int(boarding_pass[:7].replace(""F"", ""0"").replace(""B"", ""1""), 2)
    column = int(boarding_pass[7:].replace(""L"", ""0"").replace(""R"", ""1""), 2)
    return row * 8 + column

with open(""input.txt"") as f:
    boarding_passes = [line.strip() for line in f]

seat_ids = set(get_seat_id(boarding_pass) for boarding_pass in boarding_passes)
for seat_id in range(min(seat_ids), max(seat_ids) + 1):
    if seat_id not in seat_ids:
        print(seat_id)
",0.0
412,140,2020,6,1,no_error,"6775
",6775,,"
with open('input.txt') as f:
    groups = f.read().split('\n\n')

count = 0
for group in groups:
    answers = set()
    for person in group.split('\n'):
        answers.update(person)
    count += len(answers)

print(count)
",0.0
413,141,2020,6,2,no_error,"3356
",3356,,"
with open('input.txt') as f:
    groups = f.read().split('\n\n')

count = 0
for group in groups:
    answers = set(group.split('\n')[0])
    for person in group.split('\n'):
        answers.intersection_update(person)
    count += len(answers)

print(count)
",0.0
416,144,2020,7,1,runtime_error,,226,"Traceback (most recent call last):
  File ""/tmp/tmpxkg3zmcb/tmp.py"", line 34, in <module>
    bags = parse_rules(rules)
  File ""/tmp/tmpxkg3zmcb/tmp.py"", line 10, in parse_rules
    bags[bag][color] = int(quantity)
ValueError: invalid literal for int() with base 10: 'no'
","
def parse_rules(rules):
    bags = {}
    for rule in rules:
        bag, contents = rule.split("" bags contain "")
        bags[bag] = {}
        if contents != ""no other bags."":
            for content in contents.split("", ""):
                quantity, color = content.split("" "", 1)
                bags[bag][color] = int(quantity)
    return bags


def can_contain_shiny_gold(bags, bag):
    if bag == ""shiny gold"":
        return True
    for color in bags[bag]:
        if can_contain_shiny_gold(bags, color):
            return True
    return False


def count_bags(bags):
    count = 0
    for bag in bags:
        if can_contain_shiny_gold(bags, bag):
            count += 1
    return count


with open(""input.txt"") as f:
    rules = f.readlines()

bags = parse_rules(rules)
print(count_bags(bags))
",2.0
417,145,2020,7,2,part1_failed,,9569,,,
418,146,2020,8,1,no_error,"1384
",1384,,"
def run_program(instructions):
    accumulator = 0
    executed_instructions = set()
    instruction_pointer = 0

    while instruction_pointer not in executed_instructions:
        executed_instructions.add(instruction_pointer)
        operation, argument = instructions[instruction_pointer].split()
        if operation == ""acc"":
            accumulator += int(argument)
        elif operation == ""jmp"":
            instruction_pointer += int(argument) - 1
        instruction_pointer += 1

    return accumulator


if __name__ == ""__main__"":
    with open(""input.txt"") as f:
        instructions = f.readlines()

    print(run_program(instructions))
",0.0
419,147,2020,8,2,runtime_error,,761,"  File ""/tmp/tmpyqdo65wk/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def run_program(instructions):
    accumulator = 0
    executed_instructions = set()
    instruction_pointer = 0

    while instruction_pointer not in executed_instructions:
        executed_instructions.add(instruction_pointer)
        operation, argument = instructions[instruction_pointer].split()
        if operation == ""acc"":
            accumulator += int(argument)
        elif operation == ""jmp"":
            instruction_pointer += int(argument) - 1
        instruction_pointer += 1

    return accumulator


def fix_program(instructions):
    for i, instruction in enumerate(instructions):
        operation, argument = instruction.split()
        if operation == ""jmp"":
            instructions[i] = ""nop "" + argument
            if run_program(instructions) is not None:
                return instructions
            instructions[i] = ""jmp "" + argument
        elif operation == ""nop"":
            instructions[i] = ""jmp "" + argument
            if run_program(instructions) is not None:
                return instructions
            instructions[i] = ""nop "" + argument

    return None


if __name__ ==",2.0
420,148,2020,9,1,no_error,"258585477
",258585477,,"
with open('input.txt') as f:
    nums = [int(line) for line in f]

for i in range(25, len(nums)):
    if not any(nums[i] == nums[j] + nums[k] for j in range(i-25, i) for k in range(i-25, i) if j != k):
        print(nums[i])
        break
",0.0
421,149,2020,9,2,wrong_output,"36981213
517170954
",36981213,,"
with open('input.txt') as f:
    nums = [int(line) for line in f]

invalid = nums[25]
for i in range(25, len(nums)):
    if not any(nums[i] == nums[j] + nums[k] for j in range(i-25, i) for k in range(i-25, i) if j != k):
        invalid = nums[i]
        break

for i in range(len(nums)):
    for j in range(i+1, len(nums)):
        if sum(nums[i:j]) == invalid:
            print(min(nums[i:j]) + max(nums[i:j]))
            break
",2.0
422,150,2020,10,1,wrong_output,"2232
",2263,,"
with open('input.txt') as f:
    adapters = [int(line.strip()) for line in f]

adapters.sort()
adapters.append(adapters[-1] + 3)

diffs = [adapters[i + 1] - adapters[i] for i in range(len(adapters) - 1)]

print(diffs.count(1) * diffs.count(3))
",2.0
423,151,2020,10,2,part1_failed,,396857386627072,,,
