,Unnamed: 0,year,day,part,status,output,expected_output,error,code,kpass
232,61,2019,5,2,part1_failed,,3188550,,,
233,62,2019,6,1,no_error,"142497
",142497,,"
orbits = {}
with open('input.txt') as f:
    for line in f:
        a, b = line.strip().split(')')
        orbits[b] = a

def count_orbits(obj):
    if obj not in orbits:
        return 0
    return 1 + count_orbits(orbits[obj])

print(sum(count_orbits(obj) for obj in orbits))
",0.0
234,63,2019,6,2,wrong_output,"441
",301,,"
orbits = {}
with open('input.txt') as f:
    for line in f:
        a, b = line.strip().split(')')
        orbits[b] = a

def path_to_com(obj):
    path = [obj]
    while obj in orbits:
        obj = orbits[obj]
        path.append(obj)
    return path

you_path = path_to_com('YOU')
san_path = path_to_com('SAN')

for i in range(min(len(you_path), len(san_path))):
    if you_path[i] != san_path[i]:
        break

print(len(you_path) + len(san_path) - 2 * i - 2)
",2.0
235,64,2019,7,1,runtime_error,,77500,"  File ""/tmp/tmp0k71wxos/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import itertools

def run_amplifier(program, phase_setting, input_signal):
    inputs = [phase_setting, input_signal]
    output = 0
    for i in range(0, len(program), 4):
        opcode = program[i]
        if opcode == 99:
            break
        elif opcode == 1:
            program[program[i+3]] = program[program[i+1]] + program[program[i+2]]
        elif opcode == 2:
            program[program[i+3]] = program[program[i+1]] * program[program[i+2]]
        elif opcode == 3:
            program[program[i+1]] = inputs.pop(0)
        elif opcode == 4:
            output = program[program[i+1]]
            inputs.append(output)
        elif opcode == 5:
            if program[program[i+1]] != 0:
                i = program[program[i+2]] - 4
                continue
        elif opcode == 6:
            if program[",2.0
236,65,2019,7,2,part1_failed,,22476942,,,
237,66,2019,8,1,no_error,"1742
",1742,,"
with open('input.txt') as f:
    data = f.read()

layers = [data[i:i+25*6] for i in range(0, len(data), 25*6)]

fewest_zeros = min(layers, key=lambda x: x.count('0'))

print(fewest_zeros.count('1') * fewest_zeros.count('2'))
",0.0
238,67,2019,8,2,wrong_output," ##    ## #   #####  ##  #  #    # #   ##    #  # #       #  # # ###  #  # # ##    #   #  #    #### #  # #  #   #  #    #  #  ###  ##    #  #### #  # 
",GJYEA,,"
with open('input.txt') as f:
    data = f.read()

layers = [data[i:i+25*6] for i in range(0, len(data), 25*6)]

image = ''
for i in range(25*6):
    for layer in layers:
        if layer[i] != '2':
            image += layer[i]
            break

print(image.replace('0', ' ').replace('1', '#'))
",2.0
239,68,2019,9,1,runtime_error,,3780860499,"  File ""/tmp/tmpbinoxhqs/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

class Intcode:
    def __init__(self, program):
        self.program = program + [0] * 100000
        self.pc = 0
        self.rb = 0

    def run(self, inputs):
        outputs = []
        while True:
            opcode = self.program[self.pc] % 100
            mode1 = self.program[self.pc] // 100 % 10
            mode2 = self.program[self.pc] // 1000 % 10
            mode3 = self.program[self.pc] // 10000 % 10
            if opcode == 99:
                return outputs
            elif opcode == 1:
                self.program[self.program[self.pc + 3]] = self.get_value(self.program[self.pc + 1], mode1) + self.get_value(self.program[self.pc + 2], mode2)
                self.pc += 4
            elif opcode == 2:",2.0
240,69,2019,9,2,part1_failed,,33343,,,
241,70,2019,10,1,runtime_error,,309,"  File ""/tmp/tmpjkury9p_/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import numpy as np

def get_asteroid_map(filename):
    with open(filename, 'r') as f:
        asteroid_map = np.array([list(line.strip()) for line in f.readlines()])
    return asteroid_map

def get_visible_asteroids(asteroid_map, x, y):
    visible_asteroids = set()
    for i in range(asteroid_map.shape[0]):
        for j in range(asteroid_map.shape[1]):
            if asteroid_map[i, j] == '#' and (i != x or j != y):
                if is_visible(asteroid_map, x, y, i, j):
                    visible_asteroids.add((i, j))
    return visible_asteroids

def is_visible(asteroid_map, x1, y1, x2, y2):
    dx = x2 - x1
    dy = y2 - y1
    gcd = np.gcd(dx, dy)
    dx //= gcd
    dy //= gcd
    for i in range(1, max(abs(dx),",2.0
242,71,2019,10,2,part1_failed,,416,,,
243,72,2019,11,1,runtime_error,,2336,"  File ""/tmp/tmps7k_xybw/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import numpy as np

class Robot:
    def __init__(self, program):
        self.program = program
        self.ip = 0
        self.rb = 0
        self.memory = np.zeros(10000, dtype=np.int64)
        self.memory[:len(program)] = program
        self.direction = np.array([0, 1])
        self.position = np.array([0, 0])
        self.painted = set()

    def run(self):
        while True:
            opcode = self.memory[self.ip] % 100
            if opcode == 99:
                break
            elif opcode == 1:
                self.memory[self.get_address(3)] = self.get_value(1) + self.get_value(2)
                self.ip += 4
            elif opcode == 2:
                self.memory[self.get_address(3)] = self.get_value(1) * self.get_value(2)
                self.ip += 4
",2.0
244,73,2019,11,2,part1_failed,,UZAEKBLP,,,
245,74,2019,12,1,runtime_error,,6220,"  File ""/tmp/tmp8utpco_7/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import numpy as np

def apply_gravity(moons):
    """"""Apply gravity to the moons.""""""
    for i in range(len(moons)):
        for j in range(i + 1, len(moons)):
            moon1, moon2 = moons[i], moons[j]
            for k in range(3):
                if moon1[k] < moon2[k]:
                    moon1[k] += 1
                    moon2[k] -= 1
                elif moon1[k] > moon2[k]:
                    moon1[k] -= 1
                    moon2[k] += 1

def apply_velocity(moons):
    """"""Apply velocity to the moons.""""""
    for moon in moons:
        for i in range(3):
            moon[i] += moon[i + 3]

def simulate_moons(moons, steps):
    """"""Simulate the moons for the given number of steps.""""""
    for _ in range(steps):
        apply_gravity(moons)
        apply_velocity(moons)

def calculate_energy(moons):
    """"""Calculate the total energy of",2.0
246,75,2019,12,2,part1_failed,,548525804273976,,,
247,76,2019,13,1,runtime_error,,270,"  File ""/tmp/tmp57qbcxp3/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import itertools
from collections import defaultdict

def get_input():
    with open('input.txt') as f:
        return [int(x) for x in f.read().split(',')]

def run_intcode(program, inputs):
    i = 0
    relative_base = 0
    outputs = []

    def get_value(parameter, mode):
        if mode == 0:
            return program[parameter]
        elif mode == 1:
            return parameter
        elif mode == 2:
            return program[relative_base + parameter]
        else:
            raise Exception(""Invalid mode: {}"".format(mode))

    def set_value(parameter, mode, value):
        if mode == 0:
            program[parameter] = value
        elif mode == 2:
            program[relative_base + parameter] = value
        else:
            raise Exception(""Invalid mode: {}"".format(mode))

    while True:
        opcode = program[i] % 100
        modes = [int(x) for x in str(program[i] // 10",2.0
248,77,2019,13,2,part1_failed,,12535,,,
249,78,2019,14,1,runtime_error,,532506,"  File ""/tmp/tmps30m70au/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import defaultdict
from heapq import heappop, heappush

def parse_reaction(reaction):
    inputs, output = reaction.split(' => ')
    output_count, output_chem = output.split(' ')
    input_counts = []
    for input_chem in inputs.split(', '):
        input_count, input_chem = input_chem.split(' ')
        input_counts.append((int(input_count), input_chem))
    return (int(output_count), output_chem), input_counts

def ore_required(reactions, fuel_needed=1):
    needed = defaultdict(int, {'FUEL': fuel_needed})
    leftover = defaultdict(int)
    ore_needed = 0
    while needed:
        chem, count = heappop(needed)
        if chem == 'ORE':
            ore_needed += count
        else:
            produced, inputs = reactions[chem]
            reaction_count = (count + produced - 1) // produced
            for input_count, input_chem in inputs:
                leftover[input_chem] += reaction_",2.0
250,79,2019,14,2,part1_failed,,2595245,,,
251,80,2019,15,1,runtime_error,,300,"  File ""/tmp/tmp5bz1no6c/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys
from collections import defaultdict
from enum import Enum


class Direction(Enum):
    NORTH = 1
    SOUTH = 2
    WEST = 3
    EAST = 4


class Status(Enum):
    WALL = 0
    MOVED = 1
    OXYGEN = 2


class RepairDroid:
    def __init__(self, program):
        self.program = program
        self.pc = 0
        self.relative_base = 0
        self.grid = defaultdict(lambda: defaultdict(int))
        self.position = (0, 0)
        self.direction = Direction.NORTH

    def run(self):
        while True:
            opcode = self.program[self.pc] % 100
            if opcode == 99:
                break
            elif opcode == 1:
                self.add(self.pc + 1, self.pc + 2, self.pc + 3)
            elif opcode == 2:
                self.multiply(self.pc + 1, self.pc + 2, self.pc + 3",2.0
252,81,2019,15,2,part1_failed,,312,,,
253,82,2019,16,1,wrong_output,"15011190
",68317988,,"
def fft(signal):
    signal = list(map(int, signal))
    for _ in range(100):
        new_signal = []
        for i in range(len(signal)):
            pattern = [0] * (i + 1) + [1] * (i + 1) + [0] * (i + 1) + [-1] * (i + 1)
            pattern = pattern[1:] + pattern[:1]
            new_signal.append(abs(sum(a * b for a, b in zip(signal, pattern))) % 10)
        signal = new_signal
    return ''.join(map(str, signal[:8]))

with open('input.txt') as f:
    signal = f.read().strip()
    print(fft(signal))
",2.0
254,83,2019,16,2,part1_failed,,53850800,,,
255,84,2019,17,1,runtime_error,,9876,"  File ""/tmp/tmp_uxj3m2k/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import itertools
import sys

def get_input():
    with open('input.txt') as f:
        return [int(x) for x in f.read().split(',')]

def run_program(program, inputs):
    ip = 0
    rb = 0
    outputs = []
    while True:
        opcode = program[ip] % 100
        mode1 = program[ip] // 100 % 10
        mode2 = program[ip] // 1000 % 10
        mode3 = program[ip] // 10000 % 10
        if opcode == 99:
            break
        elif opcode == 1:
            p1 = program[ip+1] if mode1 == 1 else program[rb+program[ip+1]] if mode1 == 2 else program[program[ip+1]]
            p2 = program[ip+2] if mode2 == 1 else program[rb+program[ip+2]] if mode2 == 2 else program[program[ip+2]]
            program[",2.0
256,85,2019,17,2,part1_failed,,1234055,,,
257,86,2019,18,1,runtime_error,,6316,"  File ""/tmp/tmpbyuuhqsq/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import deque

def get_neighbors(x, y, grid):
    neighbors = []
    if x > 0 and grid[y][x-1] != '#':
        neighbors.append((x-1, y))
    if x < len(grid[0])-1 and grid[y][x+1] != '#':
        neighbors.append((x+1, y))
    if y > 0 and grid[y-1][x] != '#':
        neighbors.append((x, y-1))
    if y < len(grid)-1 and grid[y+1][x] != '#':
        neighbors.append((x, y+1))
    return neighbors

def get_keys(grid):
    keys = []
    for y in range(len(grid)):
        for x in range(len(grid[0])):
            if grid[y][x].islower():
                keys.append((x, y))
    return keys

def get_doors(grid):
    doors = []
    for y in range(len(grid)):
        for x in range(len",2.0
258,87,2019,18,2,part1_failed,,1648,,,
259,88,2019,19,1,runtime_error,,150,"  File ""/tmp/tmp101jflb3/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import itertools

def get_input():
    with open('input.txt') as f:
        return list(map(int, f.read().split(',')))

def run_program(program, inputs):
    i = 0
    relative_base = 0
    outputs = []

    def get_value(parameter_mode, value):
        if parameter_mode == 0:
            return program[value]
        elif parameter_mode == 1:
            return value
        elif parameter_mode == 2:
            return program[relative_base + value]
        else:
            raise ValueError('Invalid parameter mode: {}'.format(parameter_mode))

    def set_value(parameter_mode, value, new_value):
        if parameter_mode == 0:
            program[value] = new_value
        elif parameter_mode == 2:
            program[relative_base + value] = new_value
        else:
            raise ValueError('Invalid parameter mode: {}'.format(parameter_mode))

    while True:
        opcode = program[i] % 100
        parameter",2.0
260,89,2019,19,2,part1_failed,,12201460,,,
261,90,2019,20,1,runtime_error,,608,"  File ""/tmp/tmpgbl9rmx4/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
from collections import deque

def get_neighbors(maze, x, y):
    neighbors = []
    if x > 0 and maze[y][x - 1] != '#':
        neighbors.append((x - 1, y))
    if x < len(maze[0]) - 1 and maze[y][x + 1] != '#':
        neighbors.append((x + 1, y))
    if y > 0 and maze[y - 1][x] != '#':
        neighbors.append((x, y - 1))
    if y < len(maze) - 1 and maze[y + 1][x] != '#':
        neighbors.append((x, y + 1))
    return neighbors

def get_portals(maze):
    portals = {}
    for y in range(len(maze)):
        for x in range(len(maze[0])):
            if maze[y][x] in 'ABCDEFGHIJKLMNOPQRSTUVWXYZ':
                if maze[y][x] not in portals:
                    portals[maze[y][x]] = []
                port",2.0
262,91,2019,20,2,part1_failed,,6706,,,
263,92,2019,21,1,runtime_error,,19358688,"  File ""/tmp/tmpuiqmnbtu/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys

def run_program(program, inputs):
    pc = 0
    relative_base = 0
    outputs = []
    while True:
        opcode = program[pc] % 100
        mode1 = program[pc] // 100 % 10
        mode2 = program[pc] // 1000 % 10
        mode3 = program[pc] // 10000 % 10
        if opcode == 99:
            break
        elif opcode == 1:
            p1 = program[pc + 1] if mode1 == 1 else program[relative_base + program[pc + 1]] if mode1 == 2 else program[program[pc + 1]]
            p2 = program[pc + 2] if mode2 == 1 else program[relative_base + program[pc + 2]] if mode2 == 2 else program[program[pc + 2]]
            program[program[pc + 3] + (relative_base if mode3 == 2 else 0)] = p1 + p",2.0
264,93,2019,21,2,part1_failed,,1141236756,,,
265,94,2019,22,1,runtime_error,,1252,"  File ""/tmp/tmp_nl0s6rk/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def deal_into_new_stack(deck):
    return deck[::-1]

def cut(deck, n):
    if n >= 0:
        return deck[n:] + deck[:n]
    else:
        return deck[-n:] + deck[:-n]

def deal_with_increment(deck, n):
    new_deck = [0] * len(deck)
    for i, card in enumerate(deck):
        new_deck[(i * n) % len(deck)] = card
    return new_deck

def shuffle(deck, instructions):
    for instruction in instructions:
        if instruction.startswith(""deal into new stack""):
            deck = deal_into_new_stack(deck)
        elif instruction.startswith(""cut""):
            n = int(instruction.split("" "")[1])
            deck = cut(deck, n)
        elif instruction.startswith(""deal with increment""):
            n = int(instruction.split("" "")[3])
            deck = deal_with_increment(deck, n)
    return deck

with open(""input.txt"") as f:
    instructions = [",2.0
266,95,2019,22,2,part1_failed,,46116012647793,,,
267,96,2019,23,1,runtime_error,,24922,"  File ""/tmp/tmpfwj3_aek/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import itertools
import sys

class Intcode:
    def __init__(self, program):
        self.program = program.copy()
        self.ip = 0
        self.rb = 0

    def get_param(self, mode, offset):
        if mode == 0:
            return self.program[self.program[self.ip + offset]]
        elif mode == 1:
            return self.program[self.ip + offset]
        elif mode == 2:
            return self.program[self.rb + self.program[self.ip + offset]]
        else:
            raise ValueError(""Invalid mode: {}"".format(mode))

    def set_param(self, mode, offset, value):
        if mode == 0:
            self.program[self.program[self.ip + offset]] = value
        elif mode == 2:
            self.program[self.rb + self.program[self.ip + offset]] = value
        else:
            raise ValueError(""Invalid mode: {}"".format(mode))

    def run(self, inputs):
        outputs = []",2.0
268,97,2019,23,2,part1_failed,,19478,,,
269,98,2019,24,1,runtime_error,,1151290,"  File ""/tmp/tmpz_f_r14f/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_adjacent(grid, x, y):
    adjacent = []
    if x > 0:
        adjacent.append(grid[y][x - 1])
    if x < len(grid[0]) - 1:
        adjacent.append(grid[y][x + 1])
    if y > 0:
        adjacent.append(grid[y - 1][x])
    if y < len(grid) - 1:
        adjacent.append(grid[y + 1][x])
    return adjacent


def get_biodiversity_rating(grid):
    rating = 0
    for y in range(len(grid)):
        for x in range(len(grid[0])):
            if grid[y][x] == ""#"":
                rating += 2 ** (y * 5 + x)
    return rating


def print_grid(grid):
    for row in grid:
        print("""".join(row))


def main():
    with open(""input.txt"") as f:
        grid = [list(line.strip()) for line in f.readlines",2.0
270,99,2019,24,2,part1_failed,,1953,,,
271,100,2019,25,1,runtime_error,,25166400,"  File ""/tmp/tmp_oa2de50/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import sys
import time

class Intcode:
    def __init__(self, program):
        self.program = program.copy()
        self.ip = 0
        self.rb = 0

    def run(self, inputs):
        outputs = []
        while True:
            opcode = self.program[self.ip] % 100
            mode1 = self.program[self.ip] // 100 % 10
            mode2 = self.program[self.ip] // 1000 % 10
            mode3 = self.program[self.ip] // 10000 % 10
            if opcode == 99:
                break
            elif opcode == 1:
                self.program[self.get_address(3, mode3)] = self.get_value(1, mode1) + self.get_value(2, mode2)
                self.ip += 4
            elif opcode == 2:
                self.program[self.get_address(3, mode3)] = self.get_value(1",2.0
272,101,2019,25,2,part1_failed,,,,,
273,102,2020,1,1,no_error,"928896
",928896,,"
with open('input.txt', 'r') as f:
    numbers = [int(line.strip()) for line in f]

for i in range(len(numbers)):
    for j in range(i + 1, len(numbers)):
        if numbers[i] + numbers[j] == 2020:
            print(numbers[i] * numbers[j])
            break
",0.0
274,103,2020,1,2,no_error,"295668576
",295668576,,"
with open('input.txt', 'r') as f:
    numbers = [int(line.strip()) for line in f]

for i in range(len(numbers)):
    for j in range(i + 1, len(numbers)):
        for k in range(j + 1, len(numbers)):
            if numbers[i] + numbers[j] + numbers[k] == 2020:
                print(numbers[i] * numbers[j] * numbers[k])
                break
",0.0
277,106,2020,2,1,runtime_error,,434,"Traceback (most recent call last):
  File ""/tmp/tmp3itsh4ua/tmp.py"", line 12, in <module>
    if is_valid(policy, password):
  File ""/tmp/tmp3itsh4ua/tmp.py"", line 3, in is_valid
    min_count, max_count, letter = policy.split()
ValueError: not enough values to unpack (expected 3, got 2)
","
def is_valid(policy, password):
    min_count, max_count, letter = policy.split()
    min_count = int(min_count)
    max_count = int(max_count)
    return min_count <= password.count(letter) <= max_count

with open('input.txt') as f:
    valid_passwords = 0
    for line in f:
        policy, password = line.split(':')
        if is_valid(policy, password):
            valid_passwords += 1
    print(valid_passwords)
",2.0
278,107,2020,2,2,part1_failed,,509,,,
279,108,2020,3,1,no_error,"292
",292,,"
def count_trees(map, slope):
    x, y = 0, 0
    tree_count = 0
    while y < len(map):
        if map[y][x] == '#':
            tree_count += 1
        x = (x + slope[0]) % len(map[0])
        y += slope[1]
    return tree_count

with open('input.txt') as f:
    map = [line.strip() for line in f.readlines()]
    print(count_trees(map, (3, 1)))
",0.0
280,109,2020,3,2,no_error,"9354744432
",9354744432,,"
def count_trees(map, slope):
    x, y = 0, 0
    tree_count = 0
    while y < len(map):
        if map[y][x] == '#':
            tree_count += 1
        x = (x + slope[0]) % len(map[0])
        y += slope[1]
    return tree_count

with open('input.txt') as f:
    map = [line.strip() for line in f.readlines()]
    slopes = [(1, 1), (3, 1), (5, 1), (7, 1), (1, 2)]
    product = 1
    for slope in slopes:
        product *= count_trees(map, slope)
    print(product)
",0.0
283,112,2020,4,1,no_error,"233
",233,,"
import re

def is_valid(passport):
    required_fields = ['byr', 'iyr', 'eyr', 'hgt', 'hcl', 'ecl', 'pid']
    for field in required_fields:
        if field not in passport:
            return False
    return True

with open('input.txt') as f:
    passports = f.read().split('\n\n')

valid_passports = 0
for passport in passports:
    if is_valid(passport):
        valid_passports += 1

print(valid_passports)
",0.0
284,113,2020,4,2,runtime_error,,111,"  File ""/tmp/tmphcia0aux/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import re

def is_valid(passport):
    required_fields = ['byr', 'iyr', 'eyr', 'hgt', 'hcl', 'ecl', 'pid']
    for field in required_fields:
        if field not in passport:
            return False
    return True

def is_valid_data(passport):
    byr = int(passport['byr'])
    if byr < 1920 or byr > 2002:
        return False
    iyr = int(passport['iyr'])
    if iyr < 2010 or iyr > 2020:
        return False
    eyr = int(passport['eyr'])
    if eyr < 2020 or eyr > 2030:
        return False
    hgt = passport['hgt']
    if hgt[-2:] == 'cm':
        hgt = int(hgt[:-2])
        if hgt < 150 or hgt > 193:
            return False
    elif hgt[-2:] == 'in",2.0
285,114,2020,5,1,no_error,"987
",987,,"
def get_seat_id(boarding_pass):
    row = int(boarding_pass[:7].replace(""F"", ""0"").replace(""B"", ""1""), 2)
    column = int(boarding_pass[7:].replace(""L"", ""0"").replace(""R"", ""1""), 2)
    return row * 8 + column

with open(""input.txt"") as f:
    boarding_passes = [line.strip() for line in f]

print(max(get_seat_id(boarding_pass) for boarding_pass in boarding_passes))
",0.0
286,115,2020,5,2,no_error,"603
",603,,"
def get_seat_id(boarding_pass):
    row = int(boarding_pass[:7].replace(""F"", ""0"").replace(""B"", ""1""), 2)
    column = int(boarding_pass[7:].replace(""L"", ""0"").replace(""R"", ""1""), 2)
    return row * 8 + column

with open(""input.txt"") as f:
    boarding_passes = [line.strip() for line in f]

seat_ids = set(get_seat_id(boarding_pass) for boarding_pass in boarding_passes)
for seat_id in range(min(seat_ids), max(seat_ids) + 1):
    if seat_id not in seat_ids and seat_id - 1 in seat_ids and seat_id + 1 in seat_ids:
        print(seat_id)
",0.0
289,118,2020,6,1,no_error,"6775
",6775,,"
with open('input.txt') as f:
    groups = f.read().split('\n\n')

def count_yes(group):
    return len(set(group.replace('\n', '')))

print(sum(count_yes(group) for group in groups))
",0.0
290,119,2020,6,2,no_error,"3356
",3356,,"
with open('input.txt') as f:
    groups = f.read().split('\n\n')

def count_yes(group):
    return len(set.intersection(*[set(person) for person in group.split('\n')]))

print(sum(count_yes(group) for group in groups))
",0.0
292,121,2020,7,1,wrong_output,"30
",226,,"
import re

def parse_rules(rules):
    bags = {}
    for rule in rules:
        bag, contents = rule.split("" contain "")
        bag = bag.replace("" bags"", """")
        contents = contents.replace(""."", """").replace("" bags"", """").replace("" bag"", """")
        if contents == ""no other"":
            bags[bag] = []
        else:
            bags[bag] = [content.split("" "", 1) for content in contents.split("", "")]
    return bags

def find_bags(bags, bag):
    found = set()
    for b in bags:
        if bag in [c[1] for c in bags[b]]:
            found.add(b)
            found.update(find_bags(bags, b))
    return found

with open(""input.txt"") as f:
    rules = f.readlines()

bags = parse_rules(rules)
print(len(find_bags(bags, ""shiny gold"")))
",2.0
293,122,2020,7,2,part1_failed,,9569,,,
294,123,2020,8,1,no_error,"1384
",1384,,"
def run_program(instructions):
    accumulator = 0
    pc = 0
    visited = set()
    while pc not in visited and pc < len(instructions):
        visited.add(pc)
        op, arg = instructions[pc].split()
        if op == 'acc':
            accumulator += int(arg)
            pc += 1
        elif op == 'jmp':
            pc += int(arg)
        elif op == 'nop':
            pc += 1
    return accumulator, pc == len(instructions)

with open('input.txt') as f:
    instructions = [line.strip() for line in f]

accumulator, terminated = run_program(instructions)
print(accumulator)
",1.0
295,124,2020,8,2,runtime_error,,761,"  File ""/tmp/tmpnb9r2tfi/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def run_program(instructions):
    accumulator = 0
    pc = 0
    visited = set()
    while pc not in visited and pc < len(instructions):
        visited.add(pc)
        op, arg = instructions[pc].split()
        if op == 'acc':
            accumulator += int(arg)
            pc += 1
        elif op == 'jmp':
            pc += int(arg)
        elif op == 'nop':
            pc += 1
    return accumulator, pc == len(instructions)

with open('input.txt') as f:
    instructions = [line.strip() for line in f]

for i in range(len(instructions)):
    if instructions[i].startswith('nop'):
        instructions[i] = instructions[i].replace('nop', 'jmp')
        accumulator, terminated = run_program(instructions)
        if terminated:
            print(accumulator)
            break
        instructions[i] = instructions[i].replace('jmp', 'nop')
    elif instructions[i].startswith('jmp'):
        instructions[i] = instructions[i].replace",2.0
296,125,2020,9,1,no_error,"258585477
",258585477,,"
with open('input.txt') as f:
    nums = [int(line) for line in f]

preamble = 25
for i in range(preamble, len(nums)):
    found = False
    for j in range(i-preamble, i):
        for k in range(j+1, i):
            if nums[j] + nums[k] == nums[i]:
                found = True
                break
        if found:
            break
    if not found:
        print(nums[i])
        break
",0.0
297,126,2020,9,2,wrong_output,"36981213
517170954
",36981213,,"
with open('input.txt') as f:
    nums = [int(line) for line in f]

preamble = 25
invalid = 0
for i in range(preamble, len(nums)):
    found = False
    for j in range(i-preamble, i):
        for k in range(j+1, i):
            if nums[j] + nums[k] == nums[i]:
                found = True
                break
        if found:
            break
    if not found:
        invalid = nums[i]
        break

for i in range(len(nums)):
    for j in range(i+1, len(nums)):
        if sum(nums[i:j]) == invalid:
            print(min(nums[i:j]) + max(nums[i:j]))
            break
",2.0
298,127,2020,10,1,no_error,"2263
",2263,,"
with open('input.txt', 'r') as f:
    adapters = [int(line.strip()) for line in f]

adapters.sort()
adapters.insert(0, 0)
adapters.append(adapters[-1] + 3)

differences = [0] * 4
for i in range(1, len(adapters)):
    diff = adapters[i] - adapters[i - 1]
    differences[diff] += 1

print(differences[1] * differences[3])
",0.0
299,128,2020,10,2,no_error,"396857386627072
",396857386627072,,"
with open('input.txt', 'r') as f:
    adapters = [int(line.strip()) for line in f]

adapters.sort()
adapters.insert(0, 0)
adapters.append(adapters[-1] + 3)

ways = [0] * len(adapters)
ways[0] = 1

for i in range(1, len(adapters)):
    for j in range(i - 3, i):
        if j >= 0 and adapters[i] - adapters[j] <= 3:
            ways[i] += ways[j]

print(ways[-1])
",0.0
302,131,2020,11,1,runtime_error,,2368,"  File ""/tmp/tmpelbmmlzm/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
def get_adjacent_seats(seat_map, row, col):
    adjacent_seats = []
    for i in range(row-1, row+2):
        for j in range(col-1, col+2):
            if i >= 0 and i < len(seat_map) and j >= 0 and j < len(seat_map[0]) and (i != row or j != col):
                adjacent_seats.append(seat_map[i][j])
    return adjacent_seats

def apply_seating_rules(seat_map):
    new_seat_map = []
    for row in range(len(seat_map)):
        new_row = []
        for col in range(len(seat_map[0])):
            adjacent_seats = get_adjacent_seats(seat_map, row, col)
            if seat_map[row][col] == 'L' and '#' not in adjacent_seats:
                new_row.append('#')
            elif seat_map[row][col] == '#' and adjacent_seats.count('#') >= 4:
                new",2.0
303,132,2020,11,2,part1_failed,,2124,,,
304,133,2020,12,1,runtime_error,,962,"  File ""/tmp/tmpxc6vuho3/tmp.py"", line 1
    ```python
IndentationError: unexpected indent
"," ```python
import math

def main():
    with open('input.txt') as f:
        instructions = f.read().splitlines()

    # Initialize the ship's position and heading.
    x = 0
    y = 0
    heading = 0

    # Process the instructions.
    for instruction in instructions:
        action = instruction[0]
        value = int(instruction[1:])

        if action == 'N':
            y += value
        elif action == 'S':
            y -= value
        elif action == 'E':
            x += value
        elif action == 'W':
            x -= value
        elif action == 'L':
            heading = (heading - value) % 360
        elif action == 'R':
            heading = (heading + value) % 360
        elif action == 'F':
            x += math.cos(math.radians(heading)) * value
            y += math.sin(math.radians(heading)) * value

    # Calculate the Manhattan distance.
    manhattan_distance = abs(x) + abs(y)

    #",2.0
305,134,2020,12,2,part1_failed,,56135,,,
306,135,2020,13,1,no_error,"2095
",2095,,"
with open('input.txt') as f:
    timestamp, buses = f.read().splitlines()

timestamp = int(timestamp)
buses = [int(bus) for bus in buses.split(',') if bus != 'x']

next_bus = min((bus - timestamp % bus, bus) for bus in buses)
print(next_bus[0] * next_bus[1])
",0.0
307,136,2020,13,2,runtime_error,,598411311431841,"Traceback (most recent call last):
  File ""/tmp/tmp9pa8ardp/tmp.py"", line 8, in <module>
    while (timestamp + i) % bus != 0:
TypeError: unsupported operand type(s) for %: 'int' and 'NoneType'
","
with open('input.txt') as f:
    buses = [int(bus) if bus != 'x' else None for bus in f.read().splitlines()[1].split(',')]

timestamp = 0
step = buses[0]
for i, bus in enumerate(buses[1:], 1):
    while (timestamp + i) % bus != 0:
        timestamp += step
    step *= bus

print(timestamp)
",2.0
